name,order,line,lat,lon,old_name
上海外国语大学,13.0,19,31.2760129635267,121.478503322205,
甜爱路,14.0,19,31.2658027656895,121.47934295762,
海伦路,15.0,19,31.2620046203563,121.486479061624,
周家嘴路,16.0,19,31.2608083533933,121.496368838605,
提篮桥,17.0,19,31.2554365427896,121.502344336057,
浦东南路,18.0,19,31.237807577627,121.507903619906,
商城路,19.0,19,31.2330179358773,121.510502776729,
潍坊路,20.0,19,31.2236704748311,121.51385525099,
塘桥,21.0,19,31.2135600128252,121.513227521869,
南码头路,22.0,19,31.1989526955126,121.505296969687,
华丰路,23.0,19,31.1935552056706,121.501854743094,
中华艺术宫南,24.0,19,31.1844569960888,121.489512000283,世博
世博大道,25.0,19,31.1831062774042,121.477356787538,
后滩,26.0,19,31.1765243888394,121.469359145346,
德州路,27.0,19,31.1663347399982,121.473571494585,
东方体育中心,28.0,19,31.155035650594,121.475442798935,
凌兆新村,29.0,19,31.1430277992526,121.484889573693,
三林南,30.0,19,31.1280131,121.4820207,
华泾路,31.0,19,31.1221098197848,121.450618097499,
景洪路,32.0,19,31.1134987851436,121.436490862795,
联曹路,33.0,19,31.0990865251915,121.438726306803,
虹建路,34.0,19,31.0862503636694,121.440508337788,
金昌路,1.0,20,31.2684085565983,121.383144857065,交通路
上海西站,2.0,20,31.2645996323003,121.396052255747,
真华路,3.0,20,31.2636771153094,121.4075981424,
新村路,4.0,20,31.266862201309,121.421322307497,
平利路,5.0,20,31.2702325805239,121.425779739128,
大宁公园,6.0,20,31.2773155107703,121.432980816814,
上海马戏城,7.0,20,31.2806613809131,121.445445950365,
凉城路,8.0,20,31.2813346258519,121.465566475562,
广灵二路,9.0,20,31.28635463,121.4721194,
车站南路,10.0,20,31.2948605525127,121.472601756402,
万安路,11.0,20,31.3032346126596,121.471432237575,
江湾镇,12.0,20,31.3099392731236,121.48248379862,
上海财经大学,13.0,20,31.3105877969404,121.49187954677,
三门路,14.0,20,31.3150141955576,121.506084934999,
上海体育大学,15.0,20,31.3168074826888,121.518611933932,
嫩江路,16.0,20,31.3167861564568,121.526356341461,
共青森林公园,17.0,20,31.3172661608882,121.541936850045,
浦东北路,18.0,20,31.3181289593913,121.577126823649,
张扬北路,19.0,20,31.3184250247086,121.586743438883,
台南西路,20.0,20,31.3183196858343,121.604207189254,
北新园路,21.0,20,31.3224530630314,121.625955684221,
东靖路,1.0,21,31.2937852805239,121.587457443915,
杨高北路,2.0,21,31.2822750147925,121.598557684306,
凌河路,3.0,21,31.2741423380082,121.600506420822,佳林路
金桥,4.0,21,31.260176571508,121.604526229796,
云桥路,5.0,21,31.2526161546331,121.610175374359,
浦东足球场,6.0,21,31.2421998,121.6127278,
龙东大道,7.0,21,31.2228632,121.6126851,
广兰路,8.0,21,31.2126247999999,121.6137832,
高斯路,9.0,21,31.2021249,121.6090151,古桐南路
张衡路,10.0,21,31.1940037999999,121.6080916,
学林路,11.0,21,31.1855843514518,121.610071950643,
军民路,12.0,21,31.1763977607787,121.610986748264,博宇路
康南路,13.0,21,31.1679732475628,121.613975433783,
康桥东,14.0,21,31.1491209999999,121.611221999999,
申江南路,15.0,21,31.1407624770117,121.62194818515,
迪士尼,16.0,21,31.1435305927087,121.663717440067,
唐黄路,17.0,21,31.1461460563716,121.681184969625,
六陈路,18.0,21,31.1526955257933,121.706241399248,川沙路
施新路,19.0,21,31.1514547999999,121.753544199999,
闻居路,20.0,21,31.1325925,121.7596038,
金闻路,21.0,21,31.1195899,121.769032799999,
上海东站,22.0,21,31.1216364,121.777698899999,
浦东3号航站楼,23.0,21,31.1362830999999,121.8074043,
金吉路,1.0,22,31.2665619,121.6247128,
申江路,2.0,22,31.282098,121.6210608,
高宝路,3.0,22,31.2925131999999,121.621065599999,
凌空北路,4.0,22,31.2957169,121.6681085,
长兴岛,5.0,22,31.3930866999999,121.7179172,
陈家镇,6.0,22,31.4927314999999,121.7882001,
东滩,7.0,22,31.5022577,121.8513696,
裕安,8.0,22,31.5252521,121.858099399999,
龙柏新村,1.0,10A,31.1792624,121.365937899999,
紫藤路,2.0,10A,31.1717822999999,121.360981699999,
航中路,3.0,10A,31.1671578999999,121.3491547,
上海赛车场,1.0,11A,31.3338789719062,121.221661376443,
昌吉东路,2.0,11A,31.2955477045761,121.195892855171,
上海汽车城,3.0,11A,31.2873216484012,121.17627158083,
安亭,4.0,11A,31.2903850426295,121.157513551744,
金平路,1.0,5A,31.0132016241979,121.405491297437,
华宁路,2.0,5A,31.0094092732319,121.39058014322,
文井路,3.0,5A,31.0055536908644,121.376117420558,
闵行开发区,4.0,5A,31.0025913638618,121.365033150004,
水乡客厅,1.0,JC,31.0428053,120.912963299999,
西岑,2.0,JC,31.0722091999999,120.959747699999,
朱家角南,3.0,JC,31.0966931999999,121.045626099999,
青浦新城南,4.0,JC,31.1259121999999,121.0974594,
青浦新城,5.0,JC,31.1608842999999,121.1210999,
华青路,6.0,JC,31.1885961999999,121.1262527,
重固,7.0,JC,31.1917420999999,121.1795696,
凤溪,8.0,JC,31.1973058,121.226500999999,
前湾公园,9.0,JC,31.2213443773154,121.269317194913,
虹桥2号航站楼,10.0,JC,31.1961339999999,121.3198748,
中春路,11.0,JC,31.1519931999999,121.3299725,
景洪路,12.0,JC,31.1137579823223,121.435982121818,
三林南,13.0,JC,31.1287107763384,121.483934487733,
康桥东,14.0,JC,31.1484341,121.6127875,
上海国际旅游度假区,15.0,JC,31.1585237,121.6759116,
浦东1号2号航站楼,16.0,JC,31.1524328821721,121.80176650614,
浦东3号航站楼,17.0,JC,31.1216549,121.8161774,
鹏翔路,18.0,JC,31.0911989,121.8312372,
滨海森林公园,19.0,JC,30.9752680999999,121.9043621,
星海湾路,20.0,JC,30.9585981999999,121.936995399999,
滴水湖北,21.0,JC,30.9289309999999,121.936987899999,
滴水湖,22.0,JC,30.9093062269655,121.925764095332,
沈杜公路,1.0,PJ,31.0632391237342,121.508143847803,
三鲁公路,2.0,PJ,31.0582929771304,121.523041284364,
闵瑞路,3.0,PJ,31.0502002762718,121.526067324696,
浦航路,4.0,PJ,31.0431896002903,121.526323150001,
东城一路,5.0,PJ,31.0326637934365,121.527803228669,
汇臻路,6.0,PJ,31.0274603240831,121.520300125727,
